HUMAN DATE TIME,NODE TIME(SET),NODE TIME(SET),PITCH,LAT,LON,STRUCTURE HEIGHT,MODULE LENGTH,TIMEZONE,DEGREE DELTA,PWM DUTYCYCLE(%),VOLTAGE LIMIT,CURRENT LIMIT,NIGHT STOWINGANGLE,NUMBER OF ROWS,WIND,TIMESTAMP(H),TIMESTAMP(L),EXPECTED ANGLE,ANGLE DIFFERENCE,ACTUATOR CURRENT,BATTERY VOLTAGE,TILT ANGLE,LAST ACTUATION TIME,LAST ACTUATION TIME,MANUAL MODE,ALARM CODE,CLEANNING STOWING,RESERVED,RESERVED,TIMESTAMP(H),TIMESTAMP(L),EXPECTED ANGLE,ANGLE DIFFERENCE,ACTUATOR CURRENT,BATTERY VOLTAGE,TILT ANGLE,LAST ACTUATION TIME,LAST ACTUATION TIME,MANUAL MODE,ALARM CODE,CLEANNING STOWING,RESERVED,RESERVED,TIMESTAMP(H),TIMESTAMP(L),EXPECTED ANGLE,ANGLE DIFFERENCE,ACTUATOR CURRENT,BATTERY VOLTAGE,TILT ANGLE,LAST ACTUATION TIME,LAST ACTUATION TIME,MANUAL MODE,ALARM CODE,CLEANNING STOWING,RESERVED,RESERVED,TIMESTAMP(H),TIMESTAMP(L),EXPECTED ANGLE,ANGLE DIFFERENCE,ACTUATOR CURRENT,BATTERY VOLTAGE,TILT ANGLE,LAST ACTUATION TIME,LAST ACTUATION TIME,MANUAL MODE,ALARM CODE,CLEANNING STOWING,RESERVED,RESERVED,TIMESTAMP(H),TIMESTAMP(L),EXPECTED ANGLE,ANGLE DIFFERENCE,ACTUATOR CURRENT,BATTERY VOLTAGE,TILT ANGLE,LAST ACTUATION TIME,LAST ACTUATION TIME,MANUAL MODE,ALARM CODE,CLEANNING STOWING,RESERVED,RESERVED
Thu Sep 7 11:41:31 2017,22960,58131,430,2795,7299,150,200,550,200,50,2300,780,17800,5,0,22960,58131,16525,35,151,2900,16490,22960,58052,0,0,0,11,193,22960,58131,16525,25,349,2900,16550,22960,58055,0,0,0,322,386,22960,58131,16525,15,127,2900,16540,22960,58064,0,0,0,99,158,22960,58131,16525,75,132,2900,16450,22960,57800,0,0,0,99,169,22960,58131,16525,135,251,2900,16390,22960,57676,0,0,0,5,298,
Thu Sep 7 11:45:32 2017,22960,58372,430,2795,7299,150,200,550,200,50,2300,780,17800,5,0,22960,58372,16658,158,151,2900,16500,22960,58052,0,0,0,11,193,22960,58372,16658,98,349,2900,16560,22960,58055,0,0,0,322,386,22960,58372,16658,128,127,2900,16530,22960,58064,0,0,0,99,158,22960,58372,16658,2,121,2900,16660,22960,58313,0,0,0,5,152,22960,58372,16658,58,235,2900,16600,22960,58186,0,0,0,210,281,
Thu Sep 7 11:45:32 2017,22960,58372,430,2795,7299,150,200,550,200,50,2300,780,17800,5,0,22960,58372,16658,158,151,2900,16500,22960,58052,0,0,0,11,193,22960,58372,16658,98,349,2900,16560,22960,58055,0,0,0,322,386,22960,58372,16658,128,127,2900,16530,22960,58064,0,0,0,99,158,22960,58372,16658,2,121,2900,16660,22960,58313,0,0,0,5,152,22960,58372,16658,58,235,2900,16600,22960,58186,0,0,0,210,281,
Thu Sep 7 11:49:32 2017,22960,58612,430,2795,7299,150,200,550,200,50,2300,780,17800,5,0,22960,58612,16764,34,142,2900,16730,22960,58438,0,0,0,117,169,22960,58612,16764,46,331,2900,16810,22960,58567,0,0,0,11,374,22960,58612,16764,56,126,2900,16820,22960,58577,0,0,0,87,164,22960,58612,16764,94,121,2900,16670,22960,58313,0,0,0,5,152,22960,58612,16764,174,235,2900,16590,22960,58186,0,0,0,210,281,
Thu Sep 7 11:49:32 2017,22960,58612,430,2795,7299,150,200,550,200,50,2300,780,17800,5,0,22960,58612,16764,34,142,2900,16730,22960,58438,0,0,0,117,169,22960,58612,16764,46,331,2900,16810,22960,58567,0,0,0,11,374,22960,58612,16764,56,126,2900,16820,22960,58577,0,0,0,87,164,22960,58612,16764,94,121,2900,16670,22960,58313,0,0,0,5,152,22960,58612,16764,174,235,2900,16590,22960,58186,0,0,0,210,281,
Thu Sep 7 11:53:32 2017,22960,58852,430,2795,7299,150,200,550,200,50,2300,780,17800,5,0,22960,58852,16870,120,142,2900,16750,22960,58438,0,0,0,117,169,22960,58852,16870,80,331,2900,16790,22960,58567,0,0,0,11,374,22960,58852,16870,50,126,2900,16820,22960,58577,0,0,0,87,164,22960,58852,16870,30,113,2900,16900,22960,58823,0,0,0,82,140,22960,58852,16870,60,230,2900,16810,22960,58698,0,0,0,0,275,
Thu Sep 7 11:53:32 2017,22960,58852,430,2795,7299,150,200,550,200,50,2300,780,17800,5,0,22960,58852,16870,120,142,2900,16750,22960,58438,0,0,0,117,169,22960,58852,16870,80,331,2900,16790,22960,58567,0,0,0,11,374,22960,58852,16870,50,126,2900,16820,22960,58577,0,0,0,87,164,22960,58852,16870,30,113,2900,16900,22960,58823,0,0,0,82,140,22960,58852,16870,60,230,2900,16810,22960,58698,0,0,0,0,275,
Thu Sep 7 11:57:32 2017,22960,59092,430,2795,7299,150,200,550,200,50,2300,780,17800,5,0,22960,59092,16976,16,144,2800,16960,22960,58949,0,0,0,117,164,22960,59092,16976,176,331,2800,16800,22960,58567,0,0,0,11,374,22960,59092,16976,146,126,2800,16830,22960,58577,0,0,0,87,164,22960,59092,16976,76,113,2800,16900,22960,58823,0,0,0,82,140,22960,59092,16976,166,230,2800,16810,22960,58698,0,0,0,0,275,
Thu Sep 7 11:57:32 2017,22960,59092,430,2795,7299,150,200,550,200,50,2300,780,17800,5,0,22960,59092,16976,16,144,2800,16960,22960,58949,0,0,0,117,164,22960,59092,16976,176,331,2800,16800,22960,58567,0,0,0,11,374,22960,59092,16976,146,126,2800,16830,22960,58577,0,0,0,87,164,22960,59092,16976,76,113,2800,16900,22960,58823,0,0,0,82,140,22960,59092,16976,166,230,2800,16810,22960,58698,0,0,0,0,275,
Thu Sep 7 11:57:32 2017,22960,59092,430,2795,7299,150,200,550,200,50,2300,780,17800,5,0,22960,59092,16976,16,144,2800,16960,22960,58949,0,0,0,117,164,22960,59092,16976,176,331,2800,16800,22960,58567,0,0,0,11,374,22960,59092,16976,146,126,2800,16830,22960,58577,0,0,0,87,164,22960,59092,16976,76,113,2800,16900,22960,58823,0,0,0,82,140,22960,59092,16976,166,230,2800,16810,22960,58698,0,0,0,0,275,
Thu Sep 7 11:57:32 2017,22960,59092,430,2795,7299,150,200,550,200,50,2300,780,17800,5,0,22960,59092,16976,16,144,2800,16960,22960,58949,0,0,0,117,164,22960,59092,16976,176,331,2800,16800,22960,58567,0,0,0,11,374,22960,59092,16976,146,126,2800,16830,22960,58577,0,0,0,87,164,22960,59092,16976,76,113,2800,16900,22960,58823,0,0,0,82,140,22960,59092,16976,166,230,2800,16810,22960,58698,0,0,0,0,275,
Thu Sep 7 12:05:33 2017,22960,59573,430,2795,7299,150,200,550,200,50,2300,780,17800,5,0,22960,59573,17163,37,133,3000,17200,22960,59462,0,0,0,5,164,22960,59573,17163,73,316,3000,17090,22960,59209,0,0,0,292,369,22960,59573,17163,93,108,3000,17070,22960,59218,0,0,0,5,146,22960,59573,17163,53,107,3000,17110,22960,59335,0,0,0,82,134,22960,59573,17163,93,212,3000,17070,22960,59229,0,0,0,175,251,
Thu Sep 7 12:05:33 2017,22960,59573,430,2795,7299,150,200,550,200,50,2300,780,17800,5,0,22960,59573,17163,37,133,3000,17200,22960,59462,0,0,0,5,164,22960,59573,17163,73,316,3000,17090,22960,59209,0,0,0,292,369,22960,59573,17163,93,108,3000,17070,22960,59218,0,0,0,5,146,22960,59573,17163,53,107,3000,17110,22960,59335,0,0,0,82,134,22960,59573,17163,93,212,3000,17070,22960,59229,0,0,0,175,251,
Thu Sep 7 12:09:33 2017,22960,59813,430,2795,7299,150,200,550,200,50,2300,780,17800,5,0,22960,59813,17269,79,133,2900,17190,22960,59462,0,0,0,5,164,22960,59813,17269,159,316,2900,17110,22960,59209,0,0,0,292,369,22960,59813,17269,1,115,2900,17270,22960,59729,0,0,0,11,158,22960,59813,17269,149,107,2900,17120,22960,59335,0,0,0,82,134,22960,59813,17269,21,199,2900,17290,22960,59793,0,0,0,0,251,
Thu Sep 7 12:09:33 2017,22960,59813,430,2795,7299,150,200,550,200,50,2300,780,17800,5,0,22960,59813,17269,79,133,2900,17190,22960,59462,0,0,0,5,164,22960,59813,17269,159,316,2900,17110,22960,59209,0,0,0,292,369,22960,59813,17269,1,115,2900,17270,22960,59729,0,0,0,11,158,22960,59813,17269,149,107,2900,17120,22960,59335,0,0,0,82,134,22960,59813,17269,21,199,2900,17290,22960,59793,0,0,0,0,251,
Thu Sep 7 12:13:34 2017,22960,60054,430,2795,7299,150,200,550,200,50,2300,780,17800,5,0,22960,60054,17375,185,133,2800,17190,22960,59462,0,0,0,5,164,22960,60054,17375,15,304,2800,17360,22960,59847,0,0,0,5,363,22960,60054,17375,105,115,2800,17270,22960,59729,0,0,0,11,158,22960,60054,17375,25,98,2800,17350,22960,59856,0,0,0,0,134,22960,60054,17375,85,199,2800,17290,22960,59793,0,0,0,0,251,
Thu Sep 7 12:13:34 2017,22960,60054,430,2795,7299,150,200,550,200,50,2300,780,17800,5,0,22960,60054,17375,185,133,2800,17190,22960,59462,0,0,0,5,164,22960,60054,17375,15,304,2800,17360,22960,59847,0,0,0,5,363,22960,60054,17375,105,115,2800,17270,22960,59729,0,0,0,11,158,22960,60054,17375,25,98,2800,17350,22960,59856,0,0,0,0,134,22960,60054,17375,85,199,2800,17290,22960,59793,0,0,0,0,251,
Thu Sep 7 12:17:34 2017,22960,60294,430,2795,7299,150,200,550,200,50,2300,780,17800,5,0,22960,60294,17508,118,119,2800,17390,22960,60093,0,0,0,11,158,22960,60294,17508,148,304,2800,17360,22960,59847,0,0,0,5,363,22960,60294,17508,2,103,2800,17510,22960,60234,0,0,0,76,134,22960,60294,17508,148,98,2800,17360,22960,59856,0,0,0,0,134,22960,60294,17508,12,183,2800,17520,22960,60244,0,0,0,146,228,
Thu Sep 7 12:17:34 2017,22960,60294,430,2795,7299,150,200,550,200,50,2300,780,17800,5,0,22960,60294,17508,118,119,2800,17390,22960,60093,0,0,0,11,158,22960,60294,17508,148,304,2800,17360,22960,59847,0,0,0,5,363,22960,60294,17508,2,103,2800,17510,22960,60234,0,0,0,76,134,22960,60294,17508,148,98,2800,17360,22960,59856,0,0,0,0,134,22960,60294,17508,12,183,2800,17520,22960,60244,0,0,0,146,228,
Thu Sep 7 12:21:34 2017,22960,60534,430,2795,7299,150,200,550,200,50,2300,780,17800,5,0,22960,60534,17613,57,123,2800,17670,22960,60486,0,0,0,87,146,22960,60534,17613,43,293,2800,17570,22960,60358,0,0,0,263,339,22960,60534,17613,93,103,2800,17520,22960,60234,0,0,0,76,134,22960,60534,17613,3,99,2800,17610,22960,60366,0,0,0,76,134,22960,60534,17613,93,183,2800,17520,22960,60244,0,0,0,146,228,
Thu Sep 7 12:21:34 2017,22960,60534,430,2795,7299,150,200,550,200,50,2300,780,17800,5,0,22960,60534,17613,57,123,2800,17670,22960,60486,0,0,0,87,146,22960,60534,17613,43,293,2800,17570,22960,60358,0,0,0,263,339,22960,60534,17613,93,103,2800,17520,22960,60234,0,0,0,76,134,22960,60534,17613,3,99,2800,17610,22960,60366,0,0,0,76,134,22960,60534,17613,93,183,2800,17520,22960,60244,0,0,0,146,228,
Thu Sep 7 12:25:35 2017,22960,60775,430,2795,7299,150,200,550,200,50,2300,780,17800,5,0,22960,60775,17717,37,123,2700,17680,22960,60486,0,0,0,87,146,22960,60775,17717,157,293,2700,17560,22960,60358,0,0,0,263,339,22960,60775,17717,43,108,2700,17760,22960,60766,0,0,0,0,140,22960,60775,17717,127,99,2700,17590,22960,60366,0,0,0,76,134,22960,60775,17717,13,176,2700,17730,22960,60749,0,0,0,5,216,
Thu Sep 7 12:25:35 2017,22960,60775,430,2795,7299,150,200,550,200,50,2300,780,17800,5,0,22960,60775,17717,37,123,2700,17680,22960,60486,0,0,0,87,146,22960,60775,17717,157,293,2700,17560,22960,60358,0,0,0,263,339,22960,60775,17717,43,108,2700,17760,22960,60766,0,0,0,0,140,22960,60775,17717,127,99,2700,17590,22960,60366,0,0,0,76,134,22960,60775,17717,13,176,2700,17730,22960,60749,0,0,0,5,216,
Thu Sep 7 12:29:35 2017,22960,61015,430,2795,7299,150,200,550,200,50,2300,780,17800,5,0,22960,61015,17818,138,123,2900,17680,22960,60486,0,0,0,87,146,22960,61015,17818,38,276,2900,17780,22960,60869,0,0,0,246,310,22960,61015,17818,68,108,2900,17750,22960,60766,0,0,0,0,140,22960,61015,17818,22,107,2900,17840,22960,61001,0,0,0,11,140,22960,61015,17818,78,176,2900,17740,22960,60749,0,0,0,5,216,
Thu Sep 7 12:29:35 2017,22960,61015,430,2795,7299,150,200,550,200,50,2300,780,17800,5,0,22960,61015,17818,138,123,2900,17680,22960,60486,0,0,0,87,146,22960,61015,17818,38,276,2900,17780,22960,60869,0,0,0,246,310,22960,61015,17818,68,108,2900,17750,22960,60766,0,0,0,0,140,22960,61015,17818,22,107,2900,17840,22960,61001,0,0,0,11,140,22960,61015,17818,78,176,2900,17740,22960,60749,0,0,0,5,216,
Thu Sep 7 12:33:35 2017,22960,61255,430,2795,7299,150,200,550,200,50,2300,780,17800,5,0,22960,61255,17915,15,113,2800,17900,22960,61124,0,0,0,0,134,22960,61255,17915,125,276,2800,17790,22960,60869,0,0,0,246,310,22960,61255,17915,175,108,2800,17740,22960,60766,0,0,0,0,140,22960,61255,17915,65,107,2800,17850,22960,61001,0,0,0,11,140,22960,61255,17915,175,176,2800,17740,22960,60749,0,0,0,5,216,
Thu Sep 7 12:33:35 2017,22960,61255,430,2795,7299,150,200,550,200,50,2300,780,17800,5,0,22960,61255,17915,15,113,2800,17900,22960,61124,0,0,0,0,134,22960,61255,17915,125,276,2800,17790,22960,60869,0,0,0,246,310,22960,61255,17915,175,108,2800,17740,22960,60766,0,0,0,0,140,22960,61255,17915,65,107,2800,17850,22960,61001,0,0,0,11,140,22960,61255,17915,175,176,2800,17740,22960,60749,0,0,0,5,216,
Thu Sep 7 12:37:36 2017,22960,61496,430,2795,7299,150,200,550,200,50,2300,780,17800,5,0,22960,61496,18082,172,113,2800,17910,22960,61124,0,0,0,0,134,22960,61496,18082,38,264,2800,18120,22960,61384,0,0,0,17,333,22960,61496,18082,28,93,2800,18110,22960,61398,0,0,0,64,128,22960,61496,18082,8,86,2800,18090,22960,61394,0,0,0,5,117,22960,61496,18082,18,171,2800,18100,22960,61412,0,0,0,5,210,
Thu Sep 7 12:37:36 2017,22960,61496,430,2795,7299,150,200,550,200,50,2300,780,17800,5,0,22960,61496,18082,172,113,2800,17910,22960,61124,0,0,0,0,134,22960,61496,18082,38,264,2800,18120,22960,61384,0,0,0,17,333,22960,61496,18082,28,93,2800,18110,22960,61398,0,0,0,64,128,22960,61496,18082,8,86,2800,18090,22960,61394,0,0,0,5,117,22960,61496,18082,18,171,2800,18100,22960,61412,0,0,0,5,210,
Thu Sep 7 12:41:36 2017,22960,61736,430,2795,7299,150,200,550,200,50,2300,780,17800,5,0,22960,61736,18153,3,113,2900,18150,22960,61509,0,0,0,93,158,22960,61736,18153,23,264,2900,18130,22960,61384,0,0,0,17,333,22960,61736,18153,43,93,2900,18110,22960,61398,0,0,0,64,128,22960,61736,18153,63,86,2900,18090,22960,61394,0,0,0,5,117,22960,61736,18153,53,171,2900,18100,22960,61412,0,0,0,5,210,
Thu Sep 7 12:41:36 2017,22960,61736,430,2795,7299,150,200,550,200,50,2300,780,17800,5,0,22960,61736,18153,3,113,2900,18150,22960,61509,0,0,0,93,158,22960,61736,18153,23,264,2900,18130,22960,61384,0,0,0,17,333,22960,61736,18153,43,93,2900,18110,22960,61398,0,0,0,64,128,22960,61736,18153,63,86,2900,18090,22960,61394,0,0,0,5,117,22960,61736,18153,53,171,2900,18100,22960,61412,0,0,0,5,210,
Thu Sep 7 12:45:36 2017,22960,61976,430,2795,7299,150,200,550,200,50,2300,780,17800,5,0,22960,61976,18251,101,113,2800,18150,22960,61509,0,0,0,93,158,22960,61976,18251,141,264,2800,18110,22960,61384,0,0,0,17,333,22960,61976,18251,151,93,2800,18100,22960,61398,0,0,0,64,128,22960,61976,18251,151,86,2800,18100,22960,61394,0,0,0,5,117,22960,61976,18251,141,171,2800,18110,22960,61412,0,0,0,5,210,
Thu Sep 7 12:45:36 2017,22960,61976,430,2795,7299,150,200,550,200,50,2300,780,17800,5,0,22960,61976,18251,101,113,2800,18150,22960,61509,0,0,0,93,158,22960,61976,18251,141,264,2800,18110,22960,61384,0,0,0,17,333,22960,61976,18251,151,93,2800,18100,22960,61398,0,0,0,64,128,22960,61976,18251,151,86,2800,18100,22960,61394,0,0,0,5,117,22960,61976,18251,141,171,2800,18110,22960,61412,0,0,0,5,210,
Thu Sep 7 12:49:37 2017,22960,62217,430,2795,7299,150,200,550,200,50,2300,780,17800,5,0,22960,62217,18381,59,88,2800,18440,22960,62149,0,0,0,5,117,22960,62217,18381,41,237,2800,18340,22960,62022,0,0,0,210,281,22960,62217,18381,21,92,2800,18360,22960,62030,0,0,0,5,123,22960,62217,18381,41,92,2800,18340,22960,62030,0,0,0,0,128,22960,62217,18381,41,139,2800,18340,22960,62039,0,0,0,99,175,
Thu Sep 7 12:49:37 2017,22960,62217,430,2795,7299,150,200,550,200,50,2300,780,17800,5,0,22960,62217,18381,59,88,2800,18440,22960,62149,0,0,0,5,117,22960,62217,18381,41,237,2800,18340,22960,62022,0,0,0,210,281,22960,62217,18381,21,92,2800,18360,22960,62030,0,0,0,5,123,22960,62217,18381,41,92,2800,18340,22960,62030,0,0,0,0,128,22960,62217,18381,41,139,2800,18340,22960,62039,0,0,0,99,175,
Thu Sep 7 12:53:37 2017,22960,62457,430,2795,7299,150,200,550,200,50,2300,780,17800,5,0,22960,62457,18486,46,88,2900,18440,22960,62149,0,0,0,5,117,22960,62457,18486,146,237,2900,18340,22960,62022,0,0,0,210,281,22960,62457,18486,126,92,2900,18360,22960,62030,0,0,0,5,123,22960,62457,18486,146,92,2900,18340,22960,62030,0,0,0,0,128,22960,62457,18486,136,139,2900,18350,22960,62039,0,0,0,99,175,
Thu Sep 7 12:53:37 2017,22960,62457,430,2795,7299,150,200,550,200,50,2300,780,17800,5,0,22960,62457,18486,46,88,2900,18440,22960,62149,0,0,0,5,117,22960,62457,18486,146,237,2900,18340,22960,62022,0,0,0,210,281,22960,62457,18486,126,92,2900,18360,22960,62030,0,0,0,5,123,22960,62457,18486,146,92,2900,18340,22960,62030,0,0,0,0,128,22960,62457,18486,136,139,2900,18350,22960,62039,0,0,0,99,175,
Thu Sep 7 12:57:37 2017,22960,62697,430,2795,7299,150,200,550,200,50,2300,780,17800,5,0,22960,62697,18592,142,88,2900,18450,22960,62149,0,0,0,5,117,22960,62697,18592,32,217,2900,18560,22960,62549,0,0,0,199,234,22960,62697,18592,28,77,2900,18620,22960,62664,0,0,0,5,117,22960,62697,18592,12,84,2900,18580,22960,62537,0,0,0,5,117,22960,62697,18592,22,123,2900,18570,22960,62544,0,0,0,5,169,
Thu Sep 7 12:57:37 2017,22960,62697,430,2795,7299,150,200,550,200,50,2300,780,17800,5,0,22960,62697,18592,142,88,2900,18450,22960,62149,0,0,0,5,117,22960,62697,18592,32,217,2900,18560,22960,62549,0,0,0,199,234,22960,62697,18592,28,77,2900,18620,22960,62664,0,0,0,5,117,22960,62697,18592,12,84,2900,18580,22960,62537,0,0,0,5,117,22960,62697,18592,22,123,2900,18570,22960,62544,0,0,0,5,169,
Thu Sep 7 13:01:37 2017,22960,62937,430,2795,7299,150,200,550,200,50,2300,780,17800,5,0,22960,62937,18699,31,63,2800,18730,22960,62790,0,0,0,17,87,22960,62937,18699,139,217,2800,18560,22960,62549,0,0,0,199,234,22960,62937,18699,99,77,2800,18600,22960,62664,0,0,0,5,117,22960,62937,18699,119,84,2800,18580,22960,62537,0,0,0,5,117,22960,62937,18699,129,123,2800,18570,22960,62544,0,0,0,5,169,
Thu Sep 7 13:01:37 2017,22960,62937,430,2795,7299,150,200,550,200,50,2300,780,17800,5,0,22960,62937,18699,31,63,2800,18730,22960,62790,0,0,0,17,87,22960,62937,18699,139,217,2800,18560,22960,62549,0,0,0,199,234,22960,62937,18699,99,77,2800,18600,22960,62664,0,0,0,5,117,22960,62937,18699,119,84,2800,18580,22960,62537,0,0,0,5,117,22960,62937,18699,129,123,2800,18570,22960,62544,0,0,0,5,169,
Thu Sep 7 13:05:38 2017,22960,63178,430,2795,7299,150,200,550,200,50,2300,780,17800,5,0,22960,63178,18832,102,63,2800,18730,22960,62790,0,0,0,17,87,22960,63178,18832,42,210,2800,18790,22960,63046,0,0,0,187,246,22960,63178,18832,28,82,2800,18860,22960,63176,0,0,0,46,117,22960,63178,18832,42,79,2800,18790,22960,63053,0,0,0,46,105,22960,63178,18832,32,96,2800,18800,22960,63061,0,0,0,5,140,
Thu Sep 7 13:05:38 2017,22960,63178,430,2795,7299,150,200,550,200,50,2300,780,17800,5,0,22960,63178,18832,102,63,2800,18730,22960,62790,0,0,0,17,87,22960,63178,18832,42,210,2800,18790,22960,63046,0,0,0,187,246,22960,63178,18832,28,82,2800,18860,22960,63176,0,0,0,46,117,22960,63178,18832,42,79,2800,18790,22960,63053,0,0,0,46,105,22960,63178,18832,32,96,2800,18800,22960,63061,0,0,0,5,140,
Thu Sep 7 13:09:38 2017,22960,63418,430,2795,7299,150,200,550,200,50,2300,780,17800,5,0,22960,63418,18885,155,63,2900,18730,22960,62790,0,0,0,17,87,22960,63418,18885,85,210,2900,18800,22960,63046,0,0,0,187,246,22960,63418,18885,25,82,2900,18860,22960,63176,0,0,0,46,117,22960,63418,18885,85,79,2900,18800,22960,63053,0,0,0,46,105,22960,63418,18885,85,96,2900,18800,22960,63061,0,0,0,5,140,
Thu Sep 7 13:09:38 2017,22960,63418,430,2795,7299,150,200,550,200,50,2300,780,17800,5,0,22960,63418,18885,155,63,2900,18730,22960,62790,0,0,0,17,87,22960,63418,18885,85,210,2900,18800,22960,63046,0,0,0,187,246,22960,63418,18885,25,82,2900,18860,22960,63176,0,0,0,46,117,22960,63418,18885,85,79,2900,18800,22960,63053,0,0,0,46,105,22960,63418,18885,85,96,2900,18800,22960,63061,0,0,0,5,140,
Thu Sep 7 13:13:38 2017,22960,63658,430,2795,7299,150,200,550,200,50,2300,780,17800,5,0,22960,63658,18991,9,73,2800,19000,22960,63428,0,0,0,0,99,22960,63658,18991,171,210,2800,18820,22960,63046,0,0,0,187,246,22960,63658,18991,121,82,2800,18870,22960,63176,0,0,0,46,117,22960,63658,18991,49,60,2800,19040,22960,63560,0,0,0,11,99,22960,63658,18991,9,106,2800,19000,22960,63566,0,0,0,76,134,
Thu Sep 7 13:13:38 2017,22960,63658,430,2795,7299,150,200,550,200,50,2300,780,17800,5,0,22960,63658,18991,9,73,2800,19000,22960,63428,0,0,0,0,99,22960,63658,18991,171,210,2800,18820,22960,63046,0,0,0,187,246,22960,63658,18991,121,82,2800,18870,22960,63176,0,0,0,46,117,22960,63658,18991,49,60,2800,19040,22960,63560,0,0,0,11,99,22960,63658,18991,9,106,2800,19000,22960,63566,0,0,0,76,134,
Thu Sep 7 13:17:38 2017,22960,63898,430,2795,7299,150,200,550,200,50,2300,780,17800,5,0,22960,63898,19098,88,73,2900,19010,22960,63428,0,0,0,0,99,22960,63898,19098,28,195,2900,19070,22960,63685,0,0,0,175,222,22960,63898,19098,42,65,2900,19140,22960,63817,0,0,0,35,93,22960,63898,19098,58,60,2900,19040,22960,63560,0,0,0,11,99,22960,63898,19098,88,106,2900,19010,22960,63566,0,0,0,76,134,
Thu Sep 7 13:17:38 2017,22960,63898,430,2795,7299,150,200,550,200,50,2300,780,17800,5,0,22960,63898,19098,88,73,2900,19010,22960,63428,0,0,0,0,99,22960,63898,19098,28,195,2900,19070,22960,63685,0,0,0,175,222,22960,63898,19098,42,65,2900,19140,22960,63817,0,0,0,35,93,22960,63898,19098,58,60,2900,19040,22960,63560,0,0,0,11,99,22960,63898,19098,88,106,2900,19010,22960,63566,0,0,0,76,134,
Thu Sep 7 13:21:39 2017,22960,64139,430,2795,7299,150,200,550,200,50,2300,780,17800,5,0,22960,64139,19230,80,64,2800,19310,22960,64069,0,0,0,41,82,22960,64139,19230,160,195,2800,19070,22960,63685,0,0,0,175,222,22960,64139,19230,80,65,2800,19150,22960,63817,0,0,0,35,93,22960,64139,19230,10,62,2800,19240,22960,64082,0,0,0,5,87,22960,64139,19230,50,76,2800,19280,22960,64076,0,0,0,0,123,
Thu Sep 7 13:21:39 2017,22960,64139,430,2795,7299,150,200,550,200,50,2300,780,17800,5,0,22960,64139,19230,80,64,2800,19310,22960,64069,0,0,0,41,82,22960,64139,19230,160,195,2800,19070,22960,63685,0,0,0,175,222,22960,64139,19230,80,65,2800,19150,22960,63817,0,0,0,35,93,22960,64139,19230,10,62,2800,19240,22960,64082,0,0,0,5,87,22960,64139,19230,50,76,2800,19280,22960,64076,0,0,0,0,123,
Thu Sep 7 13:25:39 2017,22960,64379,430,2795,7299,150,200,550,200,50,2300,780,17800,5,0,22960,64379,19336,26,64,2800,19310,22960,64069,0,0,0,41,82,22960,64379,19336,46,176,2800,19290,22960,64196,0,0,0,140,205,22960,64379,19336,34,56,2800,19370,22960,64369,0,0,0,29,99,22960,64379,19336,86,62,2800,19250,22960,64082,0,0,0,5,87,22960,64379,19336,46,76,2800,19290,22960,64076,0,0,0,0,123,
Thu Sep 7 13:25:39 2017,22960,64379,430,2795,7299,150,200,550,200,50,2300,780,17800,5,0,22960,64379,19336,26,64,2800,19310,22960,64069,0,0,0,41,82,22960,64379,19336,46,176,2800,19290,22960,64196,0,0,0,140,205,22960,64379,19336,34,56,2800,19370,22960,64369,0,0,0,29,99,22960,64379,19336,86,62,2800,19250,22960,64082,0,0,0,5,87,22960,64379,19336,46,76,2800,19290,22960,64076,0,0,0,0,123,
Thu Sep 7 13:29:39 2017,22960,64619,430,2795,7299,150,200,550,200,50,2300,780,17800,5,0,22960,64619,19442,132,64,2900,19310,22960,64069,0,0,0,41,82,22960,64619,19442,152,176,2900,19290,22960,64196,0,0,0,140,205,22960,64619,19442,72,56,2900,19370,22960,64369,0,0,0,29,99,22960,64619,19442,48,57,2900,19490,22960,64583,0,0,0,0,82,22960,64619,19442,152,76,2900,19290,22960,64076,0,0,0,0,123,
Thu Sep 7 13:29:39 2017,22960,64619,430,2795,7299,150,200,550,200,50,2300,780,17800,5,0,22960,64619,19442,132,64,2900,19310,22960,64069,0,0,0,41,82,22960,64619,19442,152,176,2900,19290,22960,64196,0,0,0,140,205,22960,64619,19442,72,56,2900,19370,22960,64369,0,0,0,29,99,22960,64619,19442,48,57,2900,19490,22960,64583,0,0,0,0,82,22960,64619,19442,152,76,2900,19290,22960,64076,0,0,0,0,123,
Thu Sep 7 13:33:39 2017,22960,64859,430,2795,7299,150,200,550,200,50,2300,780,17800,5,0,22960,64859,19548,72,58,2900,19620,22960,64837,0,0,0,35,99,22960,64859,19548,48,162,2900,19500,22960,64718,0,0,0,123,205,22960,64859,19548,178,56,2900,19370,22960,64369,0,0,0,29,99,22960,64859,19548,68,57,2900,19480,22960,64583,0,0,0,0,82,22960,64859,19548,48,76,2900,19500,22960,64710,0,0,0,5,117,
