HUMAN DATE TIME,NODE TIME(SET),NODE TIME(SET),PITCH,LAT,LON,STRUCTURE HEIGHT,MODULE LENGTH,TIMEZONE,DEGREE DELTA,PWM DUTYCYCLE(%),VOLTAGE LIMIT,CURRENT LIMIT,NIGHT STOWINGANGLE,NUMBER OF ROWS,WIND,TIMESTAMP(H),TIMESTAMP(L),EXPECTED ANGLE,ANGLE DIFFERENCE,ACTUATOR CURRENT,BATTERY VOLTAGE,TILT ANGLE,LAST ACTUATION TIME,LAST ACTUATION TIME,MANUAL MODE,ALARM CODE,CLEANNING STOWING,RESERVED,RESERVED,TIMESTAMP(H),TIMESTAMP(L),EXPECTED ANGLE,ANGLE DIFFERENCE,ACTUATOR CURRENT,BATTERY VOLTAGE,TILT ANGLE,LAST ACTUATION TIME,LAST ACTUATION TIME,MANUAL MODE,ALARM CODE,CLEANNING STOWING,RESERVED,RESERVED,TIMESTAMP(H),TIMESTAMP(L),EXPECTED ANGLE,ANGLE DIFFERENCE,ACTUATOR CURRENT,BATTERY VOLTAGE,TILT ANGLE,LAST ACTUATION TIME,LAST ACTUATION TIME,MANUAL MODE,ALARM CODE,CLEANNING STOWING,RESERVED,RESERVED,TIMESTAMP(H),TIMESTAMP(L),EXPECTED ANGLE,ANGLE DIFFERENCE,ACTUATOR CURRENT,BATTERY VOLTAGE,TILT ANGLE,LAST ACTUATION TIME,LAST ACTUATION TIME,MANUAL MODE,ALARM CODE,CLEANNING STOWING,RESERVED,RESERVED,TIMESTAMP(H),TIMESTAMP(L),EXPECTED ANGLE,ANGLE DIFFERENCE,ACTUATOR CURRENT,BATTERY VOLTAGE,TILT ANGLE,LAST ACTUATION TIME,LAST ACTUATION TIME,MANUAL MODE,ALARM CODE,CLEANNING STOWING,RESERVED,RESERVED
Thu Sep 7 05:32:38 2017,22960,35998,430,2795,7299,150,200,550,200,50,2300,780,17800,5,0,22960,35998,17800,30,168,2700,17770,22959,62922,0,0,0,146,199,22960,35998,17800,30,207,2700,17770,22959,62919,0,0,0,187,228,22960,35998,17800,40,134,2700,17760,22959,62934,0,0,0,5,169,22960,35998,17800,40,114,2700,17760,22959,62935,0,0,0,87,158,22960,35998,17800,10,207,2700,17790,22959,62953,0,0,0,181,246,
Thu Sep 7 05:36:39 2017,22960,36239,430,2795,7299,150,200,550,200,50,2300,780,17800,5,0,22960,36239,17800,30,168,2700,17770,22959,62922,0,0,0,146,199,22960,36239,17800,20,207,2700,17780,22959,62919,0,0,0,187,228,22960,36239,17800,40,134,2700,17760,22959,62934,0,0,0,5,169,22960,36239,17800,40,114,2700,17760,22959,62935,0,0,0,87,158,22960,36239,17800,20,207,2700,17780,22959,62953,0,0,0,181,246,
Thu Sep 7 05:36:39 2017,22960,36239,430,2795,7299,150,200,550,200,50,2300,780,17800,5,0,22960,36239,17800,30,168,2700,17770,22959,62922,0,0,0,146,199,22960,36239,17800,20,207,2700,17780,22959,62919,0,0,0,187,228,22960,36239,17800,40,134,2700,17760,22959,62934,0,0,0,5,169,22960,36239,17800,40,114,2700,17760,22959,62935,0,0,0,87,158,22960,36239,17800,20,207,2700,17780,22959,62953,0,0,0,181,246,
Thu Sep 7 05:40:40 2017,22960,36480,430,2795,7299,150,200,550,200,50,2300,780,17800,5,0,22960,36480,17800,20,168,2700,17780,22959,62922,0,0,0,146,199,22960,36480,17800,40,207,2700,17760,22959,62919,0,0,0,187,228,22960,36480,17800,30,134,2700,17770,22959,62934,0,0,0,5,169,22960,36480,17800,40,114,2700,17760,22959,62935,0,0,0,87,158,22960,36480,17800,10,207,2700,17790,22959,62953,0,0,0,181,246,
Thu Sep 7 05:40:40 2017,22960,36480,430,2795,7299,150,200,550,200,50,2300,780,17800,5,0,22960,36480,17800,20,168,2700,17780,22959,62922,0,0,0,146,199,22960,36480,17800,40,207,2700,17760,22959,62919,0,0,0,187,228,22960,36480,17800,30,134,2700,17770,22959,62934,0,0,0,5,169,22960,36480,17800,40,114,2700,17760,22959,62935,0,0,0,87,158,22960,36480,17800,10,207,2700,17790,22959,62953,0,0,0,181,246,
Thu Sep 7 05:44:41 2017,22960,36721,430,2795,7299,150,200,550,200,50,2300,780,17800,5,0,22960,36721,17800,30,168,2700,17770,22959,62922,0,0,0,146,199,22960,36721,17800,40,207,2700,17760,22959,62919,0,0,0,187,228,22960,36721,17800,30,134,2700,17770,22959,62934,0,0,0,5,169,22960,36721,17800,40,114,2700,17760,22959,62935,0,0,0,87,158,22960,36721,17800,10,207,2700,17790,22959,62953,0,0,0,181,246,
Thu Sep 7 05:44:41 2017,22960,36721,430,2795,7299,150,200,550,200,50,2300,780,17800,5,0,22960,36721,17800,30,168,2700,17770,22959,62922,0,0,0,146,199,22960,36721,17800,40,207,2700,17760,22959,62919,0,0,0,187,228,22960,36721,17800,30,134,2700,17770,22959,62934,0,0,0,5,169,22960,36721,17800,40,114,2700,17760,22959,62935,0,0,0,87,158,22960,36721,17800,10,207,2700,17790,22959,62953,0,0,0,181,246,
Thu Sep 7 05:48:41 2017,22960,36961,430,2795,7299,150,200,550,200,50,2300,780,17800,5,0,22960,36961,17800,10,168,2700,17790,22959,62922,0,0,0,146,199,22960,36961,17800,20,207,2700,17780,22959,62919,0,0,0,187,228,22960,36961,17800,40,134,2700,17760,22959,62934,0,0,0,5,169,22960,36961,17800,30,114,2700,17770,22959,62935,0,0,0,87,158,22960,36961,17800,20,207,2700,17780,22959,62953,0,0,0,181,246,
Thu Sep 7 05:48:41 2017,22960,36961,430,2795,7299,150,200,550,200,50,2300,780,17800,5,0,22960,36961,17800,10,168,2700,17790,22959,62922,0,0,0,146,199,22960,36961,17800,20,207,2700,17780,22959,62919,0,0,0,187,228,22960,36961,17800,40,134,2700,17760,22959,62934,0,0,0,5,169,22960,36961,17800,30,114,2700,17770,22959,62935,0,0,0,87,158,22960,36961,17800,20,207,2700,17780,22959,62953,0,0,0,181,246,
Thu Sep 7 05:52:42 2017,22960,37202,430,2795,7299,150,200,550,200,50,2300,780,17800,5,0,22960,37202,17800,20,168,2700,17780,22959,62922,0,0,0,146,199,22960,37202,17800,30,207,2700,17770,22959,62919,0,0,0,187,228,22960,37202,17800,0,134,2700,17800,22959,62934,0,0,0,5,169,22960,37202,17800,50,114,2700,17750,22959,62935,0,0,0,87,158,22960,37202,17800,10,207,2700,17790,22959,62953,0,0,0,181,246,
Thu Sep 7 05:52:42 2017,22960,37202,430,2795,7299,150,200,550,200,50,2300,780,17800,5,0,22960,37202,17800,20,168,2700,17780,22959,62922,0,0,0,146,199,22960,37202,17800,30,207,2700,17770,22959,62919,0,0,0,187,228,22960,37202,17800,0,134,2700,17800,22959,62934,0,0,0,5,169,22960,37202,17800,50,114,2700,17750,22959,62935,0,0,0,87,158,22960,37202,17800,10,207,2700,17790,22959,62953,0,0,0,181,246,
Thu Sep 7 05:56:43 2017,22960,37443,430,2795,7299,150,200,550,200,50,2300,780,17800,5,0,22960,37443,17800,20,168,2700,17780,22959,62922,0,0,0,146,199,22960,37443,17800,30,207,2700,17770,22959,62919,0,0,0,187,228,22960,37443,17800,40,134,2700,17760,22959,62934,0,0,0,5,169,22960,37443,17800,40,114,2700,17760,22959,62935,0,0,0,87,158,22960,37443,17800,10,207,2700,17790,22959,62953,0,0,0,181,246,
Thu Sep 7 05:56:43 2017,22960,37443,430,2795,7299,150,200,550,200,50,2300,780,17800,5,0,22960,37443,17800,20,168,2700,17780,22959,62922,0,0,0,146,199,22960,37443,17800,30,207,2700,17770,22959,62919,0,0,0,187,228,22960,37443,17800,40,134,2700,17760,22959,62934,0,0,0,5,169,22960,37443,17800,40,114,2700,17760,22959,62935,0,0,0,87,158,22960,37443,17800,10,207,2700,17790,22959,62953,0,0,0,181,246,
Thu Sep 7 06:00:44 2017,22960,37684,430,2795,7299,150,200,550,200,50,2300,780,17800,5,0,22960,37684,17800,20,168,2700,17780,22959,62922,0,0,0,146,199,22960,37684,17800,30,207,2700,17770,22959,62919,0,0,0,187,228,22960,37684,17800,30,134,2700,17770,22959,62934,0,0,0,5,169,22960,37684,17800,40,114,2700,17760,22959,62935,0,0,0,87,158,22960,37684,17800,10,207,2700,17790,22959,62953,0,0,0,181,246,
Thu Sep 7 06:00:44 2017,22960,37684,430,2795,7299,150,200,550,200,50,2300,780,17800,5,0,22960,37684,17800,20,168,2700,17780,22959,62922,0,0,0,146,199,22960,37684,17800,30,207,2700,17770,22959,62919,0,0,0,187,228,22960,37684,17800,30,134,2700,17770,22959,62934,0,0,0,5,169,22960,37684,17800,40,114,2700,17760,22959,62935,0,0,0,87,158,22960,37684,17800,10,207,2700,17790,22959,62953,0,0,0,181,246,
Thu Sep 7 06:04:45 2017,22960,37925,430,2795,7299,150,200,550,200,50,2300,780,17800,5,0,22960,37925,17800,20,168,2700,17780,22959,62922,0,0,0,146,199,22960,37925,17800,30,207,2700,17770,22959,62919,0,0,0,187,228,22960,37925,17800,40,134,2700,17760,22959,62934,0,0,0,5,169,22960,37925,17800,50,114,2700,17750,22959,62935,0,0,0,87,158,22960,37925,17800,10,207,2700,17790,22959,62953,0,0,0,181,246,
Thu Sep 7 06:04:45 2017,22960,37925,430,2795,7299,150,200,550,200,50,2300,780,17800,5,0,22960,37925,17800,20,168,2700,17780,22959,62922,0,0,0,146,199,22960,37925,17800,30,207,2700,17770,22959,62919,0,0,0,187,228,22960,37925,17800,40,134,2700,17760,22959,62934,0,0,0,5,169,22960,37925,17800,50,114,2700,17750,22959,62935,0,0,0,87,158,22960,37925,17800,10,207,2700,17790,22959,62953,0,0,0,181,246,
Thu Sep 7 06:08:46 2017,22960,38166,430,2795,7299,150,200,550,200,50,2300,780,17800,5,0,22960,38166,17800,30,168,2700,17770,22959,62922,0,0,0,146,199,22960,38166,17800,20,207,2700,17780,22959,62919,0,0,0,187,228,22960,38166,17800,40,134,2700,17760,22959,62934,0,0,0,5,169,22960,38166,17800,40,114,2700,17760,22959,62935,0,0,0,87,158,22960,38166,17800,0,207,2700,17800,22959,62953,0,0,0,181,246,
Thu Sep 7 06:08:46 2017,22960,38166,430,2795,7299,150,200,550,200,50,2300,780,17800,5,0,22960,38166,17800,30,168,2700,17770,22959,62922,0,0,0,146,199,22960,38166,17800,20,207,2700,17780,22959,62919,0,0,0,187,228,22960,38166,17800,40,134,2700,17760,22959,62934,0,0,0,5,169,22960,38166,17800,40,114,2700,17760,22959,62935,0,0,0,87,158,22960,38166,17800,0,207,2700,17800,22959,62953,0,0,0,181,246,
Thu Sep 7 06:12:46 2017,22960,38406,430,2795,7299,150,200,550,200,50,2300,780,17800,5,0,22960,38406,17800,20,168,2700,17780,22959,62922,0,0,0,146,199,22960,38406,17800,20,207,2700,17780,22959,62919,0,0,0,187,228,22960,38406,17800,30,134,2700,17770,22959,62934,0,0,0,5,169,22960,38406,17800,40,114,2700,17760,22959,62935,0,0,0,87,158,22960,38406,17800,10,207,2700,17790,22959,62953,0,0,0,181,246,
Thu Sep 7 06:12:46 2017,22960,38406,430,2795,7299,150,200,550,200,50,2300,780,17800,5,0,22960,38406,17800,20,168,2700,17780,22959,62922,0,0,0,146,199,22960,38406,17800,20,207,2700,17780,22959,62919,0,0,0,187,228,22960,38406,17800,30,134,2700,17770,22959,62934,0,0,0,5,169,22960,38406,17800,40,114,2700,17760,22959,62935,0,0,0,87,158,22960,38406,17800,10,207,2700,17790,22959,62953,0,0,0,181,246,
Thu Sep 7 06:16:47 2017,22960,38647,430,2795,7299,150,200,550,200,50,2300,780,17800,5,0,22960,38647,17800,20,168,2700,17780,22959,62922,0,0,0,146,199,22960,38647,17800,20,207,2700,17780,22959,62919,0,0,0,187,228,22960,38647,17800,30,134,2700,17770,22959,62934,0,0,0,5,169,22960,38647,17800,40,114,2700,17760,22959,62935,0,0,0,87,158,22960,38647,17800,10,207,2700,17790,22959,62953,0,0,0,181,246,
Thu Sep 7 06:16:47 2017,22960,38647,430,2795,7299,150,200,550,200,50,2300,780,17800,5,0,22960,38647,17800,20,168,2700,17780,22959,62922,0,0,0,146,199,22960,38647,17800,20,207,2700,17780,22959,62919,0,0,0,187,228,22960,38647,17800,30,134,2700,17770,22959,62934,0,0,0,5,169,22960,38647,17800,40,114,2700,17760,22959,62935,0,0,0,87,158,22960,38647,17800,10,207,2700,17790,22959,62953,0,0,0,181,246,
Thu Sep 7 06:20:48 2017,22960,38888,430,2795,7299,150,200,550,200,50,2300,780,17800,5,0,22960,38888,17800,20,168,2700,17780,22959,62922,0,0,0,146,199,22960,38888,17800,20,207,2700,17780,22959,62919,0,0,0,187,228,22960,38888,17800,40,134,2700,17760,22959,62934,0,0,0,5,169,22960,38888,17800,30,114,2700,17770,22959,62935,0,0,0,87,158,22960,38888,17800,0,207,2700,17800,22959,62953,0,0,0,181,246,
Thu Sep 7 06:20:48 2017,22960,38888,430,2795,7299,150,200,550,200,50,2300,780,17800,5,0,22960,38888,17800,20,168,2700,17780,22959,62922,0,0,0,146,199,22960,38888,17800,20,207,2700,17780,22959,62919,0,0,0,187,228,22960,38888,17800,40,134,2700,17760,22959,62934,0,0,0,5,169,22960,38888,17800,30,114,2700,17770,22959,62935,0,0,0,87,158,22960,38888,17800,0,207,2700,17800,22959,62953,0,0,0,181,246,
Thu Sep 7 06:24:49 2017,22960,39129,430,2795,7299,150,200,550,200,50,2300,780,17800,5,0,22960,39129,17935,55,56,2700,17990,22960,38984,0,0,0,5,93,22960,39129,17935,25,109,2700,17960,22960,38984,0,0,0,76,158,22960,39129,17935,45,44,2700,17980,22960,38999,0,0,0,0,87,22960,39129,17935,55,55,2700,17990,22960,39003,0,0,0,23,93,22960,39129,17935,55,85,2700,17990,22960,39020,0,0,0,0,169,
Thu Sep 7 06:24:49 2017,22960,39129,430,2795,7299,150,200,550,200,50,2300,780,17800,5,0,22960,39129,17935,55,56,2700,17990,22960,38984,0,0,0,5,93,22960,39129,17935,25,109,2700,17960,22960,38984,0,0,0,76,158,22960,39129,17935,45,44,2700,17980,22960,38999,0,0,0,0,87,22960,39129,17935,55,55,2700,17990,22960,39003,0,0,0,23,93,22960,39129,17935,55,85,2700,17990,22960,39020,0,0,0,0,169,
Thu Sep 7 06:28:50 2017,22960,39370,430,2795,7299,150,200,550,200,50,2300,780,17800,5,0,22960,39370,17834,166,56,2700,18000,22960,38984,0,0,0,5,93,22960,39370,17834,126,109,2700,17960,22960,38984,0,0,0,76,158,22960,39370,17834,146,44,2700,17980,22960,38999,0,0,0,0,87,22960,39370,17834,156,55,2700,17990,22960,39003,0,0,0,23,93,22960,39370,17834,156,85,2700,17990,22960,39020,0,0,0,0,169,
Thu Sep 7 06:28:50 2017,22960,39370,430,2795,7299,150,200,550,200,50,2300,780,17800,5,0,22960,39370,17834,166,56,2700,18000,22960,38984,0,0,0,5,93,22960,39370,17834,126,109,2700,17960,22960,38984,0,0,0,76,158,22960,39370,17834,146,44,2700,17980,22960,38999,0,0,0,0,87,22960,39370,17834,156,55,2700,17990,22960,39003,0,0,0,23,93,22960,39370,17834,156,85,2700,17990,22960,39020,0,0,0,0,169,
Thu Sep 7 06:32:51 2017,22960,39611,430,2795,7299,150,200,550,200,50,2300,780,17800,5,0,22960,39611,17783,23,126,2700,17760,22960,39496,0,0,0,46,175,22960,39611,17783,3,149,2700,17780,22960,39605,0,0,0,0,205,22960,39611,17783,7,88,2700,17790,22960,39509,0,0,0,23,158,22960,39611,17783,17,70,2700,17800,22960,39510,0,0,0,5,134,22960,39611,17783,3,123,2700,17780,22960,39526,0,0,0,0,216,
Thu Sep 7 06:32:51 2017,22960,39611,430,2795,7299,150,200,550,200,50,2300,780,17800,5,0,22960,39611,17783,23,126,2700,17760,22960,39496,0,0,0,46,175,22960,39611,17783,3,149,2700,17780,22960,39605,0,0,0,0,205,22960,39611,17783,7,88,2700,17790,22960,39509,0,0,0,23,158,22960,39611,17783,17,70,2700,17800,22960,39510,0,0,0,5,134,22960,39611,17783,3,123,2700,17780,22960,39526,0,0,0,0,216,
Thu Sep 7 06:36:52 2017,22960,39852,430,2795,7299,150,200,550,200,50,2300,780,17800,5,0,22960,39852,17681,79,126,2700,17760,22960,39496,0,0,0,46,175,22960,39852,17681,89,149,2700,17770,22960,39605,0,0,0,0,205,22960,39852,17681,109,88,2700,17790,22960,39509,0,0,0,23,158,22960,39852,17681,119,70,2700,17800,22960,39510,0,0,0,5,134,22960,39852,17681,89,123,2700,17770,22960,39526,0,0,0,0,216,
Thu Sep 7 06:36:52 2017,22960,39852,430,2795,7299,150,200,550,200,50,2300,780,17800,5,0,22960,39852,17681,79,126,2700,17760,22960,39496,0,0,0,46,175,22960,39852,17681,89,149,2700,17770,22960,39605,0,0,0,0,205,22960,39852,17681,109,88,2700,17790,22960,39509,0,0,0,23,158,22960,39852,17681,119,70,2700,17800,22960,39510,0,0,0,5,134,22960,39852,17681,89,123,2700,17770,22960,39526,0,0,0,0,216,
Thu Sep 7 06:40:52 2017,22960,40092,430,2795,7299,150,200,550,200,50,2300,780,17800,5,0,22960,40092,17553,23,158,2700,17530,22960,40007,0,0,0,140,187,22960,40092,17553,13,198,2700,17540,22960,40007,0,0,0,175,216,22960,40092,17553,23,135,2700,17530,22960,40018,0,0,0,99,164,22960,40092,17553,23,109,2700,17530,22960,40017,0,0,0,76,146,22960,40092,17553,23,196,2700,17530,22960,40030,0,0,0,152,228,
Thu Sep 7 06:40:52 2017,22960,40092,430,2795,7299,150,200,550,200,50,2300,780,17800,5,0,22960,40092,17553,23,158,2700,17530,22960,40007,0,0,0,140,187,22960,40092,17553,13,198,2700,17540,22960,40007,0,0,0,175,216,22960,40092,17553,23,135,2700,17530,22960,40018,0,0,0,99,164,22960,40092,17553,23,109,2700,17530,22960,40017,0,0,0,76,146,22960,40092,17553,23,196,2700,17530,22960,40030,0,0,0,152,228,
Thu Sep 7 06:44:53 2017,22960,40333,430,2795,7299,150,200,550,200,50,2300,780,17800,5,0,22960,40333,17450,80,158,2700,17530,22960,40007,0,0,0,140,187,22960,40333,17450,90,198,2700,17540,22960,40007,0,0,0,175,216,22960,40333,17450,90,135,2700,17540,22960,40018,0,0,0,99,164,22960,40333,17450,90,109,2700,17540,22960,40017,0,0,0,76,146,22960,40333,17450,80,196,2700,17530,22960,40030,0,0,0,152,228,
Thu Sep 7 06:44:53 2017,22960,40333,430,2795,7299,150,200,550,200,50,2300,780,17800,5,0,22960,40333,17450,80,158,2700,17530,22960,40007,0,0,0,140,187,22960,40333,17450,90,198,2700,17540,22960,40007,0,0,0,175,216,22960,40333,17450,90,135,2700,17540,22960,40018,0,0,0,99,164,22960,40333,17450,90,109,2700,17540,22960,40017,0,0,0,76,146,22960,40333,17450,80,196,2700,17530,22960,40030,0,0,0,152,228,
Thu Sep 7 06:48:54 2017,22960,40574,430,2795,7299,150,200,550,200,50,2300,780,17800,5,0,22960,40574,17346,36,147,2700,17310,22960,40520,0,0,0,0,175,22960,40574,17346,26,184,2700,17320,22960,40521,0,0,0,158,210,22960,40574,17346,26,118,2700,17320,22960,40555,0,0,0,11,152,22960,40574,17346,16,93,2700,17330,22960,40545,0,0,0,5,128,22960,40574,17346,26,181,2700,17320,22960,40565,0,0,0,152,216,
Thu Sep 7 06:48:54 2017,22960,40574,430,2795,7299,150,200,550,200,50,2300,780,17800,5,0,22960,40574,17346,36,147,2700,17310,22960,40520,0,0,0,0,175,22960,40574,17346,26,184,2700,17320,22960,40521,0,0,0,158,210,22960,40574,17346,26,118,2700,17320,22960,40555,0,0,0,11,152,22960,40574,17346,16,93,2700,17330,22960,40545,0,0,0,5,128,22960,40574,17346,26,181,2700,17320,22960,40565,0,0,0,152,216,
Thu Sep 7 06:52:55 2017,22960,40815,430,2795,7299,150,200,550,200,50,2300,780,17800,5,0,22960,40815,17240,70,147,2700,17310,22960,40520,0,0,0,0,175,22960,40815,17240,90,184,2700,17330,22960,40521,0,0,0,158,210,22960,40815,17240,80,118,2700,17320,22960,40555,0,0,0,11,152,22960,40815,17240,100,93,2700,17340,22960,40545,0,0,0,5,128,22960,40815,17240,70,181,2700,17310,22960,40565,0,0,0,152,216,
Thu Sep 7 06:52:55 2017,22960,40815,430,2795,7299,150,200,550,200,50,2300,780,17800,5,0,22960,40815,17240,70,147,2700,17310,22960,40520,0,0,0,0,175,22960,40815,17240,90,184,2700,17330,22960,40521,0,0,0,158,210,22960,40815,17240,80,118,2700,17320,22960,40555,0,0,0,11,152,22960,40815,17240,100,93,2700,17340,22960,40545,0,0,0,5,128,22960,40815,17240,70,181,2700,17310,22960,40565,0,0,0,152,216,
Thu Sep 7 06:56:56 2017,22960,41056,430,2795,7299,150,200,550,200,50,2300,780,17800,5,0,22960,41056,17106,46,144,2700,17060,22960,41051,0,0,0,117,169,22960,41056,17106,24,176,2700,17130,22960,41006,0,0,0,5,216,22960,41056,17106,26,111,2700,17080,22960,41033,0,0,0,0,152,22960,41056,17106,26,102,2700,17080,22960,41035,0,0,0,5,134,22960,41056,17106,26,152,2700,17080,22960,41045,0,0,0,123,187,
Thu Sep 7 06:56:56 2017,22960,41056,430,2795,7299,150,200,550,200,50,2300,780,17800,5,0,22960,41056,17106,46,144,2700,17060,22960,41051,0,0,0,117,169,22960,41056,17106,24,176,2700,17130,22960,41006,0,0,0,5,216,22960,41056,17106,26,111,2700,17080,22960,41033,0,0,0,0,152,22960,41056,17106,26,102,2700,17080,22960,41035,0,0,0,5,134,22960,41056,17106,26,152,2700,17080,22960,41045,0,0,0,123,187,
Thu Sep 7 07:00:57 2017,22960,41297,430,2795,7299,150,200,550,200,50,2300,780,17800,5,0,22960,41297,16998,72,144,2700,17070,22960,41051,0,0,0,117,169,22960,41297,16998,132,176,2700,17130,22960,41006,0,0,0,5,216,22960,41297,16998,92,111,2700,17090,22960,41033,0,0,0,0,152,22960,41297,16998,72,102,2700,17070,22960,41035,0,0,0,5,134,22960,41297,16998,82,152,2700,17080,22960,41045,0,0,0,123,187,
Thu Sep 7 07:00:57 2017,22960,41297,430,2795,7299,150,200,550,200,50,2300,780,17800,5,0,22960,41297,16998,72,144,2700,17070,22960,41051,0,0,0,117,169,22960,41297,16998,132,176,2700,17130,22960,41006,0,0,0,5,216,22960,41297,16998,92,111,2700,17090,22960,41033,0,0,0,0,152,22960,41297,16998,72,102,2700,17070,22960,41035,0,0,0,5,134,22960,41297,16998,82,152,2700,17080,22960,41045,0,0,0,123,187,
Thu Sep 7 07:04:58 2017,22960,41538,430,2795,7299,150,200,550,200,50,2300,780,17800,5,0,22960,41538,16887,183,144,2700,17070,22960,41051,0,0,0,117,169,22960,41538,16887,33,167,2700,16920,22960,41535,0,0,0,0,199,22960,41538,16887,193,111,2700,17080,22960,41033,0,0,0,0,152,22960,41538,16887,193,102,2700,17080,22960,41035,0,0,0,5,134,22960,41538,16887,193,152,2700,17080,22960,41045,0,0,0,123,187,
Thu Sep 7 07:04:58 2017,22960,41538,430,2795,7299,150,200,550,200,50,2300,780,17800,5,0,22960,41538,16887,183,144,2700,17070,22960,41051,0,0,0,117,169,22960,41538,16887,33,167,2700,16920,22960,41535,0,0,0,0,199,22960,41538,16887,193,111,2700,17080,22960,41033,0,0,0,0,152,22960,41538,16887,193,102,2700,17080,22960,41035,0,0,0,5,134,22960,41538,16887,193,152,2700,17080,22960,41045,0,0,0,123,187,
Thu Sep 7 07:08:58 2017,22960,41778,430,2795,7299,150,200,550,200,50,2300,780,17800,5,0,22960,41778,16831,29,134,2700,16860,22960,41563,0,0,0,117,158,22960,41778,16831,89,167,2700,16920,22960,41535,0,0,0,0,199,22960,41778,16831,49,111,2700,16880,22960,41556,0,0,0,82,152,22960,41778,16831,29,94,2700,16860,22960,41576,0,0,0,5,134,22960,41778,16831,29,144,2700,16860,22960,41548,0,0,0,111,175,
Thu Sep 7 07:08:58 2017,22960,41778,430,2795,7299,150,200,550,200,50,2300,780,17800,5,0,22960,41778,16831,29,134,2700,16860,22960,41563,0,0,0,117,158,22960,41778,16831,89,167,2700,16920,22960,41535,0,0,0,0,199,22960,41778,16831,49,111,2700,16880,22960,41556,0,0,0,82,152,22960,41778,16831,29,94,2700,16860,22960,41576,0,0,0,5,134,22960,41778,16831,29,144,2700,16860,22960,41548,0,0,0,111,175,
Thu Sep 7 07:08:58 2017,22960,41778,430,2795,7299,150,200,550,200,50,2300,780,17800,5,0,22960,41778,16831,29,134,2700,16860,22960,41563,0,0,0,117,158,22960,41778,16831,89,167,2700,16920,22960,41535,0,0,0,0,199,22960,41778,16831,49,111,2700,16880,22960,41556,0,0,0,82,152,22960,41778,16831,29,94,2700,16860,22960,41576,0,0,0,5,134,22960,41778,16831,29,144,2700,16860,22960,41548,0,0,0,111,175,
Thu Sep 7 07:08:58 2017,22960,41778,430,2795,7299,150,200,550,200,50,2300,780,17800,5,0,22960,41778,16831,29,134,2700,16860,22960,41563,0,0,0,117,158,22960,41778,16831,89,167,2700,16920,22960,41535,0,0,0,0,199,22960,41778,16831,49,111,2700,16880,22960,41556,0,0,0,82,152,22960,41778,16831,29,94,2700,16860,22960,41576,0,0,0,5,134,22960,41778,16831,29,144,2700,16860,22960,41548,0,0,0,111,175,
Thu Sep 7 07:17:00 2017,22960,42260,430,2795,7299,150,200,550,200,50,2300,780,17800,5,0,22960,42260,16571,39,133,2800,16610,22960,41927,0,0,0,111,152,22960,42260,16571,109,161,2800,16680,22960,41925,0,0,0,0,187,22960,42260,16571,89,118,2800,16660,22960,41937,0,0,0,87,158,22960,42260,16571,49,83,2800,16620,22960,42056,0,0,0,52,123,22960,42260,16571,49,131,2800,16620,22960,42066,0,0,0,5,164,
Thu Sep 7 07:17:00 2017,22960,42260,430,2795,7299,150,200,550,200,50,2300,780,17800,5,0,22960,42260,16571,39,133,2800,16610,22960,41927,0,0,0,111,152,22960,42260,16571,109,161,2800,16680,22960,41925,0,0,0,0,187,22960,42260,16571,89,118,2800,16660,22960,41937,0,0,0,87,158,22960,42260,16571,49,83,2800,16620,22960,42056,0,0,0,52,123,22960,42260,16571,49,131,2800,16620,22960,42066,0,0,0,5,164,
Thu Sep 7 07:21:01 2017,22960,42501,430,2795,7299,150,200,550,200,50,2300,780,17800,5,0,22960,42501,16450,150,133,2800,16600,22960,41927,0,0,0,111,152,22960,42501,16450,20,156,2800,16470,22960,42362,0,0,0,128,181,22960,42501,16450,20,108,2800,16430,22960,42443,0,0,0,76,146,22960,42501,16450,170,83,2800,16620,22960,42056,0,0,0,52,123,22960,42501,16450,170,131,2800,16620,22960,42066,0,0,0,5,164,
Thu Sep 7 07:21:01 2017,22960,42501,430,2795,7299,150,200,550,200,50,2300,780,17800,5,0,22960,42501,16450,150,133,2800,16600,22960,41927,0,0,0,111,152,22960,42501,16450,20,156,2800,16470,22960,42362,0,0,0,128,181,22960,42501,16450,20,108,2800,16430,22960,42443,0,0,0,76,146,22960,42501,16450,170,83,2800,16620,22960,42056,0,0,0,52,123,22960,42501,16450,170,131,2800,16620,22960,42066,0,0,0,5,164,
Thu Sep 7 07:25:02 2017,22960,42742,430,2795,7299,150,200,550,200,50,2300,780,17800,5,0,22960,42742,16327,23,101,2800,16350,22960,42567,0,0,0,5,134,22960,42742,16327,143,156,2800,16470,22960,42362,0,0,0,128,181,22960,42742,16327,93,108,2800,16420,22960,42443,0,0,0,76,146,22960,42742,16327,43,91,2800,16370,22960,42576,0,0,0,11,128,22960,42742,16327,103,125,2800,16430,22960,42518,0,0,0,99,152,
