HUMAN DATE TIME,ACTUATOR CURRENT,ACTUATOR CURRENT,ACTUATOR CURRENT,ACTUATOR CURRENT,ACTUATOR CURRENT
Tue Oct 10 18:15:11 2017,196,782,120,103,203
Tue Oct 10 18:19:11 2017,196,782,120,103,203
Tue Oct 10 18:19:11 2017,196,782,120,103,203
Tue Oct 10 18:23:12 2017,196,782,120,103,203
Tue Oct 10 18:23:12 2017,196,782,120,103,203
Tue Oct 10 18:27:12 2017,196,782,120,103,203
Tue Oct 10 18:27:12 2017,196,782,120,103,203
Tue Oct 10 18:31:13 2017,196,782,120,103,203
Tue Oct 10 18:31:13 2017,196,782,120,103,203
Tue Oct 10 18:35:14 2017,196,782,120,103,203
Tue Oct 10 18:35:14 2017,196,782,120,103,203
Tue Oct 10 18:39:14 2017,196,782,120,103,203
Tue Oct 10 18:39:14 2017,196,782,120,103,203
Tue Oct 10 18:43:15 2017,196,782,120,103,203
Tue Oct 10 18:43:15 2017,196,782,120,103,203
Tue Oct 10 18:47:16 2017,196,782,120,103,203
Tue Oct 10 18:47:16 2017,196,782,120,103,203
Tue Oct 10 18:51:16 2017,196,782,120,103,203
Tue Oct 10 18:51:16 2017,196,782,120,103,203
Tue Oct 10 18:55:17 2017,196,782,120,103,203
Tue Oct 10 18:55:17 2017,196,782,120,103,203
Tue Oct 10 18:59:17 2017,196,782,120,103,203
Tue Oct 10 18:59:17 2017,196,782,120,103,203
Tue Oct 10 19:03:18 2017,196,782,120,103,203
Tue Oct 10 19:03:18 2017,196,782,120,103,203
Tue Oct 10 19:07:19 2017,196,782,120,103,203
Tue Oct 10 19:07:19 2017,196,782,120,103,203
Tue Oct 10 19:11:20 2017,196,782,120,103,203
Tue Oct 10 19:11:20 2017,196,782,120,103,203
Tue Oct 10 19:15:20 2017,196,782,120,103,203
Tue Oct 10 19:15:20 2017,196,782,120,103,203
Tue Oct 10 19:19:21 2017,196,782,120,103,203
Tue Oct 10 19:19:21 2017,196,782,120,103,203
Tue Oct 10 19:23:22 2017,196,782,120,103,203
Tue Oct 10 19:23:22 2017,196,782,120,103,203
Tue Oct 10 19:27:22 2017,196,782,120,103,203
Tue Oct 10 19:27:22 2017,196,782,120,103,203
Tue Oct 10 19:31:23 2017,196,782,120,103,203
Tue Oct 10 19:31:23 2017,196,782,120,103,203
Tue Oct 10 19:35:24 2017,196,782,120,103,203
Tue Oct 10 19:35:24 2017,196,782,120,103,203
Tue Oct 10 19:39:24 2017,196,782,120,103,203
Tue Oct 10 19:39:24 2017,196,782,120,103,203
Tue Oct 10 19:43:25 2017,196,782,120,103,203
Tue Oct 10 19:43:25 2017,196,782,120,103,203
Tue Oct 10 19:47:26 2017,196,782,120,103,203
Tue Oct 10 19:47:26 2017,196,782,120,103,203
Tue Oct 10 19:51:27 2017,196,782,120,103,203
Tue Oct 10 19:51:27 2017,196,782,120,103,203
Tue Oct 10 19:55:27 2017,196,782,120,103,203
Tue Oct 10 19:55:27 2017,196,782,120,103,203
Tue Oct 10 19:59:28 2017,196,782,120,103,203
Tue Oct 10 19:59:28 2017,196,782,120,103,203
Tue Oct 10 20:03:29 2017,196,782,120,103,203
Tue Oct 10 20:03:29 2017,196,782,120,103,203
Tue Oct 10 20:07:30 2017,196,782,120,103,203
Tue Oct 10 20:07:30 2017,196,782,120,103,203
Tue Oct 10 20:11:31 2017,196,782,120,103,203
Tue Oct 10 20:11:31 2017,196,782,120,103,203
Tue Oct 10 20:15:31 2017,196,782,120,103,203
Tue Oct 10 20:15:31 2017,196,782,120,103,203
Tue Oct 10 20:19:32 2017,196,782,120,103,203
Tue Oct 10 20:19:32 2017,196,782,120,103,203
Tue Oct 10 20:23:33 2017,196,782,120,103,203
Tue Oct 10 20:23:33 2017,196,782,120,103,203
Tue Oct 10 20:27:34 2017,196,782,120,103,203
Tue Oct 10 20:27:34 2017,196,782,120,103,203
Tue Oct 10 20:31:34 2017,196,782,120,103,203
Tue Oct 10 20:31:34 2017,196,782,120,103,203
Tue Oct 10 20:35:35 2017,196,782,120,103,203
Tue Oct 10 20:35:35 2017,196,782,120,103,203
Tue Oct 10 20:39:36 2017,196,782,120,103,203
Tue Oct 10 20:39:36 2017,196,782,120,103,203
Tue Oct 10 20:43:37 2017,196,782,120,103,203
Tue Oct 10 20:43:37 2017,196,782,120,103,203
Tue Oct 10 20:47:38 2017,196,782,120,103,203
Tue Oct 10 20:47:38 2017,196,782,120,103,203
Tue Oct 10 20:51:38 2017,196,782,120,103,203
Tue Oct 10 20:51:38 2017,196,782,120,103,203
Tue Oct 10 20:55:39 2017,196,782,120,103,203
Tue Oct 10 20:55:39 2017,196,782,120,103,203
Tue Oct 10 20:59:40 2017,196,782,120,103,203
Tue Oct 10 20:59:40 2017,196,782,120,103,203
Tue Oct 10 21:03:41 2017,196,782,120,103,203
Tue Oct 10 21:03:41 2017,196,782,120,103,203
Tue Oct 10 21:07:42 2017,196,782,120,103,203
Tue Oct 10 21:07:42 2017,196,782,120,103,203
Tue Oct 10 21:11:42 2017,196,782,120,103,203
Tue Oct 10 21:11:42 2017,196,782,120,103,203
Tue Oct 10 21:15:43 2017,196,782,120,103,203
Tue Oct 10 21:15:43 2017,196,782,120,103,203
Tue Oct 10 21:19:44 2017,196,782,120,103,203
Tue Oct 10 21:19:44 2017,196,782,120,103,203
Tue Oct 10 21:23:45 2017,196,782,120,103,203
Tue Oct 10 21:23:45 2017,196,782,120,103,203
Tue Oct 10 21:27:46 2017,196,782,120,103,203
Tue Oct 10 21:27:46 2017,196,782,120,103,203
Tue Oct 10 21:31:47 2017,196,782,120,103,203
Tue Oct 10 21:31:47 2017,196,782,120,103,203
Tue Oct 10 21:35:47 2017,196,782,120,103,203
Tue Oct 10 21:35:47 2017,196,782,120,103,203
Tue Oct 10 21:39:48 2017,196,782,120,103,203
Tue Oct 10 21:39:48 2017,196,782,120,103,203
Tue Oct 10 21:43:49 2017,196,782,120,103,203
Tue Oct 10 21:43:49 2017,196,782,120,103,203
Tue Oct 10 21:47:50 2017,196,782,120,103,203
Tue Oct 10 21:47:50 2017,196,782,120,103,203
Tue Oct 10 21:51:51 2017,196,782,120,103,203
Tue Oct 10 21:51:51 2017,196,782,120,103,203
Tue Oct 10 21:55:52 2017,196,782,120,103,203
Tue Oct 10 21:55:52 2017,196,782,120,103,203
Tue Oct 10 21:59:52 2017,196,782,120,103,203
Tue Oct 10 21:59:52 2017,196,782,120,103,203
Tue Oct 10 22:03:53 2017,196,782,120,103,203
Tue Oct 10 22:03:53 2017,196,782,120,103,203
Tue Oct 10 22:07:54 2017,196,782,120,103,203
Tue Oct 10 22:07:54 2017,196,782,120,103,203
Tue Oct 10 22:11:55 2017,196,782,120,103,203
Tue Oct 10 22:11:55 2017,196,782,120,103,203
Tue Oct 10 22:15:56 2017,196,782,120,103,203
Tue Oct 10 22:15:56 2017,196,782,120,103,203
Tue Oct 10 22:19:57 2017,196,782,120,103,203
Tue Oct 10 22:19:57 2017,196,782,120,103,203
Tue Oct 10 22:23:57 2017,196,782,120,103,203
Tue Oct 10 22:23:57 2017,196,782,120,103,203
Tue Oct 10 22:27:58 2017,196,782,120,103,203
Tue Oct 10 22:27:58 2017,196,782,120,103,203
Tue Oct 10 22:31:59 2017,196,782,120,103,203
Tue Oct 10 22:31:59 2017,196,782,120,103,203
Tue Oct 10 22:36:00 2017,196,782,120,103,203
Tue Oct 10 22:36:00 2017,196,782,120,103,203
Tue Oct 10 22:40:01 2017,196,782,120,103,203
Tue Oct 10 22:40:01 2017,196,782,120,103,203
Tue Oct 10 22:44:01 2017,196,782,120,103,203
Tue Oct 10 22:44:01 2017,196,782,120,103,203
Tue Oct 10 22:48:02 2017,196,782,120,103,203
Tue Oct 10 22:48:02 2017,196,782,120,103,203
Tue Oct 10 22:52:03 2017,196,782,120,103,203
Tue Oct 10 22:52:03 2017,196,782,120,103,203
Tue Oct 10 22:56:04 2017,196,782,120,103,203
Tue Oct 10 22:56:04 2017,196,782,120,103,203
Tue Oct 10 23:00:05 2017,196,782,120,103,203
Tue Oct 10 23:00:05 2017,196,782,120,103,203
Tue Oct 10 23:04:06 2017,196,782,120,103,203
Tue Oct 10 23:04:06 2017,196,782,120,103,203
Tue Oct 10 23:08:06 2017,196,782,120,103,203
Tue Oct 10 23:08:06 2017,196,782,120,103,203
Tue Oct 10 23:12:07 2017,196,782,120,103,203
Tue Oct 10 23:12:07 2017,196,782,120,103,203
Tue Oct 10 23:16:08 2017,196,782,120,103,203
Tue Oct 10 23:16:08 2017,196,782,120,103,203
Tue Oct 10 23:20:09 2017,196,782,120,103,203
Tue Oct 10 23:20:09 2017,196,782,120,103,203
Tue Oct 10 23:24:10 2017,196,782,120,103,203
Tue Oct 10 23:24:10 2017,196,782,120,103,203
Tue Oct 10 23:28:11 2017,196,782,120,103,203
Tue Oct 10 23:28:11 2017,196,782,120,103,203
Tue Oct 10 23:32:11 2017,196,782,120,103,203
Tue Oct 10 23:32:11 2017,196,782,120,103,203
Tue Oct 10 23:36:12 2017,196,782,120,103,203
Tue Oct 10 23:36:12 2017,196,782,120,103,203
Tue Oct 10 23:40:13 2017,196,782,120,103,203
Tue Oct 10 23:40:13 2017,196,782,120,103,203
Tue Oct 10 23:44:14 2017,196,782,120,103,203
Tue Oct 10 23:44:14 2017,196,782,120,103,203
Tue Oct 10 23:48:15 2017,196,782,120,103,203
Tue Oct 10 23:48:15 2017,196,782,120,103,203
Tue Oct 10 23:52:16 2017,196,782,120,103,203
Tue Oct 10 23:52:16 2017,196,782,120,103,203
